Cargo,Local,Empresa,Descricao,Link,nivel,vaga,cidade,estado,latitude,longitude
analista de dados junior,"Porto Alegre, RS",Souto Correa Advogados,"Extração de dados em ETL's.Construção de Queries em SQL.Desenvolvimento de dashboards no Power BI.Contratação CLT, de segunda a sexta-feira, das 8h às 18h.",https://tinyurl.com/y4cz65sr,senior,analista de dados,porto alegre, RS,-30.0318,-51.2065
analista de dados | foco em cadeia de fornecimento,"Porto Alegre, RS",Lojas Renner,Gestão de dados e identificação de oportunidades de obtenção de informações.Desenvolvimento do projeto de ciência de dados com foco no risco dos fornecedores…,https://tinyurl.com/y4ms5tsg,senior,analista de dados,porto alegre, RS,-30.0318,-51.2065
analista de dados,"Porto Alegre, RS",Lojas Renner,"Foco em relatórios e análises de resultado, Modelagens estatísticas voltadas para clientes, otimização de segmentações, análises de perfis da base, criação de…",https://tinyurl.com/y4rpsmo2,senior,analista de dados,porto alegre, RS,-30.0318,-51.2065
pessoa engenheira de machine learning,"Porto Alegre, RS",Lojas Renner,"Essa pessoa atuará em conjunto com os times de Ciência de Dados, Engenheiros de Software, Engenheiro de Dados e nossas equipes de negócio no desenvolvimento de…",https://tinyurl.com/y4lm77w7,sem informacao,engenheiro de machine learning,porto alegre, RS,-30.0318,-51.2065
engenheiro de dados junior,"Porto Alegre, RS",WKRH,"Experiência em normalização de dados.Agregar valor aos contratos de uma empresa de prestação de serviços de TI através da consolidação e modelagem de dados,…",https://tinyurl.com/yy7rpver,junior,engenheiro de dados,porto alegre, RS,-30.0318,-51.2065
engenheiro de dados sr (remoto) - porto alegre - rs,"Porto Alegre, RS",Líder e Gestão,Framework de processamento distribuído Scala;Premiação por tempo de empresa;Domínio pe Processo de ETL / ELT;Conhecimento de consultas SQL (preferencial).,https://tinyurl.com/y3buysvs,senior,engenheiro de dados,porto alegre, RS,-30.0318,-51.2065
engenheiro de dados sr,"Porto Alegre, RS",Portocred,Desenvolver métricas e atributos de qualidade de dados em nossa plataforma de BI.Conhecimento e experiência em processos de integração de dados e ferramentas…,https://tinyurl.com/y6c5onzc,senior,engenheiro de dados,porto alegre, RS,-30.0318,-51.2065
engenheiro de dados,"Porto Alegre, RS",Lojas Renner,Essa pessoa atuará em conjunto com os times de ciência de dados e de machine learning no desenvolvimento e no uso de tecnologia de dados para projetos da…,https://tinyurl.com/y2r855h4,senior,engenheiro de dados,porto alegre, RS,-30.0318,-51.2065
analista de dados - rh - dv,"Igrejinha, RS",Divulga Vagas,"Experiência em manipulação de dados.Estruturação de dashboard, gerenciamento de relatórios;Desempenhar atividades com alto volume de tarefas analíticas e de…",https://tinyurl.com/y5mg2bpj,senior,analista de dados,igrejinha, RS,-29.5693,-50.7919
analista de dados de marketing senior,"Osasco, SP",iFood,Capacidade de otimização de processos operacionais através de tech;Estruturar processos de análises de rotina para suporte ao time;Você tem fome de quê?,https://tinyurl.com/yxl4ozyx,senior,analista de dados,osasco, SP,-23.5324,-46.7916
cientista de dados,"Osasco, SP",Mercado Livre,"Empresa de E-commerce admite Cientista de Dados em Osasco para atuar em Tempo integral, Comercial.Será responsável por extrair, analisar e gerar insights de…",https://tinyurl.com/yywzzr22,senior,cientista de dados,osasco, SP,-23.5324,-46.7916
cientista de dados - superior completo,"Osasco, SP",None,"Atividades: Será responsável por extrair, analisar e gerar insights de como se movimenta o Mercado de Pagamentos Brasileiro e como o Mercado Pago e Mercado…",https://tinyurl.com/yxj8muun,senior,cientista de dados,osasco, SP,-23.5324,-46.7916
analista de dados power bi junior,"Florianópolis, SC",GeekHunter,Conhecimento em PL/SQL em banco de dados SQL Server ou Oracle ou Postgres ou qualquer outro banco de dados Conhecimento em Bancos de Dados Relacionais.,https://tinyurl.com/yxa29g5q,senior,analista de dados,florianopolis, SC,-27.5945,-48.5477
cientista de dados,"Florianópolis, SC",Lanlink Informática,"O Cientista de Dados irá aplicar seu conhecimento em ciência de dados, inteligência artificial e Machine Learning para arquitetar, implementar e executar cargas…",https://tinyurl.com/y5nzre3a,senior,cientista de dados,florianopolis, SC,-27.5945,-48.5477
cientista de dados pleno,"Florianópolis, SC",Neoway,"Possuir skills básicos de engenharia de software, e saber desenvolver modelos de ciência de dados em pacotes de software, e não somente em scripts.",https://tinyurl.com/y3mbn8an,senior,cientista de dados,florianopolis, SC,-27.5945,-48.5477
cientista de dados - superior em andamento,"Florianópolis, SC",None,"Descobrir e avaliar a relevância de novas fonte de dados, extrair insights através de metodologias de mineração de dados.Ter perfil proativo e pesquisador.",https://tinyurl.com/y6s3l4cq,senior,cientista de dados,florianopolis, SC,-27.5945,-48.5477
cientista de dados - centro,"Florianópolis, SC",Wide Pay,"Descobrir e avaliar a relevância de novas fonte de dados, extrair insights através de metodologias de mineração de dados.",https://tinyurl.com/y4tehrkl,senior,cientista de dados,florianopolis, SC,-27.5945,-48.5477
cientista de dados,"Florianópolis, SC",Neoway,"No cargo de Product Data Scientist (PDS), você transformará modelos de ciência de dados em produtos de software entregues através da Plataforma Neoway.",https://tinyurl.com/y4qfunt5,senior,cientista de dados,florianopolis, SC,-27.5945,-48.5477
analista de dados,"Joinville, SC",ASAAS,"Domínio de consultas em bancos de dados estruturados e SQL;Trabalhar com uma grande quantidade de informações, integrando diferentes fontes de dados;",https://tinyurl.com/y2ynvadk,senior,analista de dados,joinville, SC,-26.3045,-48.8487
analista de dados sql (remoto),"Joinville, SC",GeekHunter,"Vivência com ferramentas de mercado para implantação de qualidade de dados ou de gestão de dados mestres (MDM);Como Analista de Dados, você irá:",https://tinyurl.com/yynqyq4j,senior,analista de dados,joinville, SC,-26.3045,-48.8487
analista de dados,"Joinville, SC",Becomex,Construção de ferramentas para apoio ao processo de gestão dos dados.Levantamento de análise de requisitos.Arquitetura e manutenção de soluções de BI.,https://tinyurl.com/y3mxlwpt,senior,analista de dados,joinville, SC,-26.3045,-48.8487
engenheiro de dados,"Joinville, SC",ASAAS,Experiência com banco de dados relacionais.Criar soluções para as necessidades de dados da companhia.O Asaas é uma plataforma de emissão e gestão de cobranças…,https://tinyurl.com/y2w8xqyv,senior,engenheiro de dados,joinville, SC,-26.3045,-48.8487
engenheiro de dados,"Joinville, SC",Docol,"Conhecimento de Bibliotecas de manipulação de arquivos e visualização de dados (Pandas, Numpy e Matplotlib).Manutenção da governança dos dados.",https://tinyurl.com/y5e8d3cd,senior,engenheiro de dados,joinville, SC,-26.3045,-48.8487
analista de dados,"Pirapozinho, SP",ARON CONSULTORIA E TREINAMENTO EIRELI,"Migração de dados entre sistemas, análise, programação PHP básica e elaborar processos de migração de dados.Diretrizes de distanciamento social aplicadas.",https://tinyurl.com/y2z45vmz,senior,analista de dados,pirapozinho, SP,-22.2711,-51.4976
analista de dados,"Pirapozinho, SP",Aron Consultoria,"Migração de dados entre sistemas, análise, programação PHP básica e elaborar processos de migração de dados.Residir na região de Presidente Prudente – SP.",https://tinyurl.com/y6dxmpw2,senior,analista de dados,pirapozinho, SP,-22.2711,-51.4976
analista de dados,"Poá, SP",REDE GERANDO FALCÕES,> Conhecimentos básicos de banco de dados relacionais e consultas em SQL;Apoiar a Diretoria na tomada de decisões estratégicas e operacionais através de…,https://tinyurl.com/y3zqpbuj,senior,analista de dados,poa, SP,-23.5333,-46.3473
"analista de dados e bi- junior, pleno e senior - remoto","Goiânia, GO",Supera Tecnologia,Experiência com modelagem de dados e modelos dimensionais de banco de dados;Experiência com mineração de dados e análise de negócios.,https://tinyurl.com/yxve4uot,senior,analista de dados,goiania, GO,-16.6864,-49.2643
cientista de dados / data scientist / desenvolvedor machine...,"Goiânia, GO",EasyCrédito,Construção de Pipelines de Processamento de Dados;Construção de Painéis de Visualização;Criação de Rotinas de Análise Preditiva;Análise e Modelagem de Dados;,https://tinyurl.com/y45l9j64,senior,cientista de dados,goiania, GO,-16.6864,-49.2643
analista de dados,"Vila Velha, ES",Sá Cavalcante,"Atuar junto com a área de Operações e Marketing frente a análise de indicadores;Graduação completa em cursos da área de Tecnologia da Informação, Análise de…",https://tinyurl.com/y4re4bua,senior,analista de dados,vila velha, ES,-20.3417,-40.2875
analista de dados,"Vila Velha, ES",Autoglass,"Experiência como Analytics ou Cientista de Dados, gestão de dados;Buscamos um profissional para apoiar as áreas de análises de dados e indicadores.",https://tinyurl.com/yyxz8xnz,senior,analista de dados,vila velha, ES,-20.3417,-40.2875
analista de dados,"Cuiabá, MT",REDEFLEX,"Acesse bases de dados e extraia dados necessários para efetuar análises, demonstrando conhecimento de linguagens de programação tais como SQL e Excel avançado.",https://tinyurl.com/y6d97qzl,senior,analista de dados,cuiaba, MT,-15601.0,-56.0974
analista de dados - em barueri - sp,"Barueri, SP",OEmprego,"Cursos: Administração de Empresas / Administração de Produção / Processos Gerenciais.Descrição: Coletar dados dos clientes do escritório na base sistêmica, e…",https://tinyurl.com/y55mrhl3,senior,analista de dados,barueri, SP,-23.5057,-46879.0
cientista de dados pleno,"Barueri, SP",Celcoin,"Conhecimento de estrutura de dados (bancos de dados relacional);Esta é uma excelente oportunidade se você deseja trabalhar como cientista de dados, utilizar…",https://tinyurl.com/yyoyllxw,senior,cientista de dados,barueri, SP,-23.5057,-46879.0
engenheiro de dados - remoto -sp,"Barueri, SP",HOLDEN Recruiting Talents,Experiência em banco de dados SQL SERVER;Experiência em Desenvolvimento e modelagem de Data Warehouse;Experiência em arquitetura e processos de cargas para…,https://tinyurl.com/y5vpbhet,senior,engenheiro de dados,barueri, SP,-23.5057,-46879.0
engenheiro de dados aws senior (portal ec),"Barueri, SP",Leega Consultoria,"Modelagem de Dados Relacional e Dimensional.Se você busca uma empresa dinâmica e parceira e que investe em seus colaboradores através de capacitação constante,…",https://tinyurl.com/y6fpadkb,senior,engenheiro de dados,barueri, SP,-23.5057,-46879.0
engenheiro de dados gcp,"Barueri, SP",Leega Consultoria,Sólido conhecimento em banco de dados relacional;Modelagem de Dados Relacional e Dimensional.Experiência com esteiras de CI/CD.,https://tinyurl.com/y55rp54t,senior,engenheiro de dados,barueri, SP,-23.5057,-46879.0
analista de dados (natal - rn),"Natal, RN",Brisanet,Promover a cultura de inteligência de dados com a divulgação de estudos nos clientes internos.Estamos a procura de um Analista de Dados para levar inovação à…,https://tinyurl.com/y5x7fqpm,senior,analista de dados,natal, RN,-5.79357,-35.1986
analista de dados,"Blumenau, SC",Datainfo,Efetuará a definição da arquitetura lógica de banco de dados dos softwares produzidos pela empresa de acordo com as melhores práticas de mercado;,https://tinyurl.com/yxgys4g3,senior,analista de dados,blumenau, SC,-26.9155,-49.0709
cientista de dados - pleno | presencial ou home office,"Blumenau, SC",Ambev Tech,"Apresentar os resultados de modelos de ciência de dados de forma compreensível para as áreas de negócios, sem perder o rigor científico;",https://tinyurl.com/y3jk8jt2,senior,cientista de dados,blumenau, SC,-26.9155,-49.0709
engenheiro de dados,"Blumenau, SC",AMcom | Make IT real,"Bibliotecas de manipulação de arquivos e visualização de dados;Plataforma de Banco de dados Oracle;Criar pipelines confiáveis de integração de dados,…",https://tinyurl.com/y24ktqyz,senior,engenheiro de dados,blumenau, SC,-26.9155,-49.0709
estagio analista de dados 2,"Taguatinga, DF",Clínica São José,"Analise de persona e funil de vendas.Programa de subsídio educacional de até 100% para cursos relacionados.Buscamos alguém com ambição de crescimento, vontade…",https://tinyurl.com/y6e87f3f,senior,analista de dados,taguatinga, DF,-12.4026,-46437.0
analista de dados,"Fortaleza, CE",CMGB CONSULTORIA,"Experiência em gestão e planejamento de base de dados em ERP’s, automatização de planilhas e Extração e Análise de Dados.",https://tinyurl.com/y3f3ve5t,senior,analista de dados,fortaleza, CE,-3.71664,-38.5423
analista de dados,"Fortaleza, CE",O Povo,"Requisitos: Superior Completo na área de Tecnologia da Informação; Conhecimento em Python, Linguagem R, SQL, Ferramenta de visualização de dados e Gráficos.",https://tinyurl.com/y453ftok,senior,analista de dados,fortaleza, CE,-3.71664,-38.5423
analista de dados,"São José dos Campos, SP",FOCUSNETWORKS Onlife Marketing Transformation,Capacidade de analisar dados e gerar inputs para melhorias.Responsável por tangibilizar o trabalho de dados para o cliente.Por que trabalhar na Focusnetworks?,https://tinyurl.com/y4wu4qbp,senior,analista de dados,sao jose dos campos, SP,-23.1896,-45.8841
engenheiro de dados,"São José dos Campos, SP",TerraMagna,Experiência em engenharia de dados e/ou desenvolvimento de software.Descobrir oportunidades para a aquisição de novos dados.Experiência em pipelines e ETL.,https://tinyurl.com/y2b9cw2w,senior,engenheiro de dados,sao jose dos campos, SP,-23.1896,-45.8841
analista de dados,"Recife, PE",Qubo Tecnologia e Sistemas,"É necessário 2 anos de experiência como analista de dados, com bons conhecimentos de levantamento de requisitos.Conhecimentos em levantamento de requisitos.",https://tinyurl.com/y54w5vl2,senior,analista de dados,recife, PE,-8.046660000000001,-34.8771
[a10] cientista de dados,"Recife, PE",Porto Digital,"Experiência com ferramentas de visualização de dados / Data analytics.Domínio de estatística avançada (Análises Preditivas, Regressão, Distribuição, Random…",https://tinyurl.com/y2gnes2f,senior,cientista de dados,recife, PE,-8.046660000000001,-34.8771
[deloitte] engenheiro de dados,"Recife, PE",Porto Digital,"Modelagem e estruturação de dados.Nosso processo de seleção visa atrair essa pluralidade de perfis à nossa cultura corporativa, para que convivam, troquem…",https://tinyurl.com/y3c54rop,senior,engenheiro de dados,recife, PE,-8.046660000000001,-34.8771
analista de dados junior | operacoes,"Vitória, ES",PicPay,"Desenvolvimento de soluções de Self - Service de dados;Você será o ""apoio"" de dados para o time de operações e dará suporte em todas etapas de cada demanda, em…",https://tinyurl.com/y57g8rt8,senior,analista de dados,vitoria, ES,-20.3155,-40.3128
analista de dados (catanduva-sp),"Catanduva, SP",CerradinhoBio,"Experiência na execução de projetos de modelagem dimensional de dados, Inteligência Artificial, Machine Learning, Deep Learning, Advanced Analytics, Big Data e…",https://tinyurl.com/yxvzl9nu,senior,analista de dados,catanduva, SP,-21.1314,-48977.0
analista de dados etl,"Palhoça, SC",INVICTUS Tactical & Outdoor,"O Analista de Dados ETL será responsável pela integração, estruturação e transformação dos dados para prover a infraestrutura de análise de dados através de…",https://tinyurl.com/y26ubynr,senior,analista de dados,palhoca, SC,-27.6455,-48.6697
analista de dados/controladoria,"Ribeirão Preto, SP",EVENTOS RH,"Realizações de auditorias, análise de DRE, elaboração de budget, acompanhamento de Indicadores Financeiros e de Produção da empresa.",https://tinyurl.com/y5k7rves,senior,analista de dados,ribeirao preto, SP,-21.1699,-47.8099
